"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","66.5","","","","1"
"2015","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.2","","","","1"
"2016","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.1","","","","1"
"2017","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.5","","","","1"
"2018","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.8","","","","1"
"2019","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","58.1","","","","1"
"2020","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","54.7","","","","1"
"2021","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","56.6","","","","1"
"2022","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","58.0","","","","1"
"2023","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","58.4","","","","1"
"2024","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.9","","","","1"
"2025","Canada","2021A000011124","Employment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584272","1.10.1.3.3","57.5","","","","1"
"2015","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","57.3","","","","1"
"2016","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","56.9","","","","1"
"2017","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","57.1","","","","1"
"2018","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","56.3","","","","1"
"2019","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","55.8","","","","1"
"2020","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","51.7","","","","1"
"2021","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","52.0","","","","1"
"2022","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","54.0","","","","1"
"2023","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","54.0","","","","1"
"2024","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","52.6","","","","1"
"2025","Canada","2021A000011124","Employment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582655","1.10.4.1.3","52.2","","","","1"
"2015","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","66.0","","","","1"
"2016","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","65.7","","","","1"
"2017","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","66.4","","","","1"
"2018","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","65.2","","","","1"
"2019","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","65.2","","","","1"
"2020","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","61.1","","","","1"
"2021","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","61.0","","","","1"
"2022","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","63.4","","","","1"
"2023","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","63.3","","","","1"
"2024","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","62.4","","","","1"
"2025","Canada","2021A000011124","Employment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583465","1.10.4.2.3","61.6","","","","1"
"2015","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","49.0","","","","1"
"2016","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","48.6","","","","1"
"2017","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","48.4","","","","1"
"2018","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","47.6","","","","1"
"2019","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","46.7","","","","1"
"2020","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","42.5","","","","1"
"2021","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","43.0","","","","1"
"2022","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","44.4","","","","1"
"2023","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","44.6","","","","1"
"2024","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","42.4","","","","1"
"2025","Canada","2021A000011124","Employment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584275","1.10.4.3.3","42.4","","","","1"
"2015","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","61.3","","","","1"
"2016","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","60.1","","","","1"
"2017","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","60.6","","","","1"
"2018","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","60.7","","","","1"
"2019","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","60.4","","","","1"
"2020","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","55.3","","","","1"
"2021","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","57.4","","","","1"
"2022","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","60.1","","","","1"
"2023","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","58.8","","","","1"
"2024","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","57.5","","","","1"
"2025","Canada","2021A000011124","Employment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582656","1.10.5.1.3","57.3","","","","1"
"2015","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","67.7","","","","1"
"2016","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","65.9","","","","1"
"2017","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","66.5","","","","1"
"2018","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","67.3","","","","1"
"2019","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","66.4","","","","1"
"2020","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","60.6","","","","1"
"2021","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","63.2","","","","1"
"2022","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","65.7","","","","1"
"2023","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","64.9","","","","1"
"2024","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","61.8","","","","1"
"2025","Canada","2021A000011124","Employment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583466","1.10.5.2.3","62.4","","","","1"
"2015","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","54.5","","","","1"
"2016","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","53.8","","","","1"
"2017","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","54.2","","","","1"
"2018","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","53.7","","","","1"
"2019","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","54.3","","","","1"
"2020","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","49.5","","","","1"
"2021","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","51.4","","","","1"
"2022","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","53.4","","","","1"
"2023","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","51.8","","","","1"
"2024","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","52.5","","","","1"
"2025","Canada","2021A000011124","Employment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584276","1.10.5.3.3","51.4","","","","1"
"2015","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","69.1","","","","1"
"2016","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","68.4","","","","1"
"2017","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","67.9","","","","1"
"2018","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","68.3","","","","1"
"2019","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","68.7","","","","1"
"2020","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","63.9","","","","1"
"2021","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","65.0","","","","1"
"2022","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","66.0","","","","1"
"2023","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","66.1","","","","1"
"2024","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","65.3","","","","1"
"2025","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582657","1.10.6.1.3","64.3","","","","1"
"2015","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","73.0","","","","1"
"2016","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","72.0","","","","1"
"2017","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","71.7","","","","1"
"2018","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","72.1","","","","1"
"2019","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","72.6","","","","1"
"2020","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","68.1","","","","1"
"2021","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","69.4","","","","1"
"2022","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","70.2","","","","1"
"2023","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","70.4","","","","1"
"2024","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","69.4","","","","1"
"2025","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583467","1.10.6.2.3","68.6","","","","1"
"2015","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","65.4","","","","1"
"2016","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","64.8","","","","1"
"2017","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","64.2","","","","1"
"2018","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","64.6","","","","1"
"2019","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","64.9","","","","1"
"2020","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","59.8","","","","1"
"2021","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","60.7","","","","1"
"2022","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","61.9","","","","1"
"2023","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","61.8","","","","1"
"2024","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","61.3","","","","1"
"2025","Canada","2021A000011124","Employment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584277","1.10.6.3.3","60.0","","","","1"
"2015","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.2","","","","1"
"2016","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","73.8","","","","1"
"2017","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.4","","","","1"
"2018","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.2","","","","1"
"2019","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","73.9","","","","1"
"2020","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","71.4","","","","1"
"2021","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.2","","","","1"
"2022","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.5","","","","1"
"2023","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.6","","","","1"
"2024","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","74.0","","","","1"
"2025","Canada","2021A000011124","Employment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582658","1.10.7.1.3","73.8","","","","1"
"2015","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.2","","","","1"
"2016","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","75.6","","","","1"
"2017","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.1","","","","1"
"2018","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.0","","","","1"
"2019","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","75.5","","","","1"
"2020","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","73.3","","","","1"
"2021","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","75.9","","","","1"
"2022","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.4","","","","1"
"2023","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.1","","","","1"
"2024","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","76.2","","","","1"
"2025","Canada","2021A000011124","Employment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583468","1.10.7.2.3","75.7","","","","1"
"2015","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.4","","","","1"
"2016","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.2","","","","1"
"2017","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.9","","","","1"
"2018","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.6","","","","1"
"2019","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.4","","","","1"
"2020","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","69.6","","","","1"
"2021","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.6","","","","1"
"2022","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.9","","","","1"
"2023","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","73.3","","","","1"
"2024","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.1","","","","1"
"2025","Canada","2021A000011124","Employment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584278","1.10.7.3.3","72.2","","","","1"
"2015","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","74.2","","","","1"
"2016","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.8","","","","1"
"2017","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","74.3","","","","1"
"2018","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","74.1","","","","1"
"2019","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.9","","","","1"
"2020","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","70.8","","","","1"
"2021","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.5","","","","1"
"2022","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.7","","","","1"
"2023","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","74.3","","","","1"
"2024","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.4","","","","1"
"2025","Canada","2021A000011124","Employment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582659","1.10.8.1.3","73.1","","","","1"
"2015","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","77.3","","","","1"
"2016","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.5","","","","1"
"2017","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.9","","","","1"
"2018","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.7","","","","1"
"2019","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.5","","","","1"
"2020","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","73.6","","","","1"
"2021","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.2","","","","1"
"2022","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.5","","","","1"
"2023","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.4","","","","1"
"2024","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","76.3","","","","1"
"2025","Canada","2021A000011124","Employment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583469","1.10.8.2.3","75.9","","","","1"
"2015","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.7","","","","1"
"2016","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.6","","","","1"
"2017","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","72.1","","","","1"
"2018","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.9","","","","1"
"2019","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.7","","","","1"
"2020","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","68.5","","","","1"
"2021","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.2","","","","1"
"2022","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","71.4","","","","1"
"2023","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","72.5","","","","1"
"2024","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","70.9","","","","1"
"2025","Canada","2021A000011124","Employment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584279","1.10.8.3.3","70.8","","","","1"
"2015","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","74.1","","","","1"
"2016","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","73.9","","","","1"
"2017","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","74.8","","","","1"
"2018","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","74.4","","","","1"
"2019","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","73.8","","","","1"
"2020","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","72.5","","","","1"
"2021","Canada","2021A000011124","Employment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582660","1.10.9.1.3","75.6","","","","1"
